0,1,2,3,4,5,6,7,accuracy,macro avg,weighted avg
0.7551020408163265,0.9512195121951219,0.5957446808510638,0.7575757575757576,0.74,0.6129032258064516,0.8709677419354839,0.868421052631579,0.765625,0.768991751476473,0.768991751476473
0.925,0.975,0.7,0.625,0.925,0.475,0.675,0.825,0.765625,0.765625,0.765625
0.8314606741573034,0.9629629629629629,0.6436781609195402,0.6849315068493151,0.8222222222222222,0.5352112676056339,0.7605633802816901,0.8461538461538461,0.765625,0.7608980026440643,0.7608980026440643
40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.765625,320.0,320.0
