0,1,2,3,4,5,accuracy,macro avg,weighted avg
0.90625,0.5357142857142857,0.5666666666666667,1.0,0.967741935483871,1.0,0.8333333333333334,0.8293954813108039,0.829395481310804
0.9666666666666667,0.5,0.5666666666666667,1.0,1.0,0.9666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.9354838709677419,0.5172413793103449,0.5666666666666667,1.0,0.9836065573770492,0.983050847457627,0.8333333333333334,0.8310082202965717,0.8310082202965716
30.0,30.0,30.0,30.0,30.0,30.0,0.8333333333333334,180.0,180.0
