0,1,accuracy,macro avg,weighted avg
0.7415730337078652,0.8360655737704918,0.78,0.7888193037391785,0.7881893534720943
0.868421052631579,0.6891891891891891,0.78,0.7788051209103841,0.78
0.8,0.7555555555555555,0.78,0.7777777777777778,0.778074074074074
76.0,74.0,0.78,150.0,150.0
