0,1,2,3,accuracy,macro avg,weighted avg
1.0,0.9090909090909091,0.8333333333333334,1.0,0.925,0.9356060606060607,0.9356060606060606
0.9,1.0,1.0,0.8,0.925,0.925,0.925
0.9473684210526316,0.9523809523809523,0.9090909090909091,0.888888888888889,0.925,0.9244322928533455,0.9244322928533455
10.0,10.0,10.0,10.0,0.925,40.0,40.0
