loss,accuracy,val_loss,val_accuracy
0.1195618063211441,0.32789841294288635,0.10593565553426743,0.40594953298568726
0.09380408376455307,0.4792245924472809,0.08537483215332031,0.5456730723381042
0.0810728594660759,0.5825381278991699,0.07688072323799133,0.610276460647583
0.07443709671497345,0.6265684962272644,0.07217869907617569,0.6412259340286255
0.07070586830377579,0.6483582258224487,0.06894936412572861,0.65234375
0.06850268691778183,0.6611315608024597,0.06750263273715973,0.6667668223381042
0.06687085330486298,0.6667668223381042,0.06582742184400558,0.6655648946762085
0.06558305025100708,0.6731535196304321,0.06436440348625183,0.67578125
0.0644160583615303,0.680216372013092,0.0632653534412384,0.6856971383094788
0.06339512765407562,0.6916372179985046,0.06242012977600098,0.6920071840286255
0.062451135367155075,0.6998271942138672,0.06129903346300125,0.7058293223381042
0.061581194400787354,0.7017807364463806,0.06067921593785286,0.70703125
0.06070888787508011,0.7116237282752991,0.05958126485347748,0.7172476053237915
0.059852272272109985,0.7135021686553955,0.05846550688147545,0.7190504670143127
0.059128906577825546,0.7183108925819397,0.058952901512384415,0.7082331776618958
0.05839002504944801,0.7220677733421326,0.05758509412407875,0.7172476053237915
0.05769245699048042,0.7215418219566345,0.05675410479307175,0.7208533883094788
0.05711555480957031,0.7231948375701904,0.05599016696214676,0.7247596383094788
0.05650909245014191,0.7282290458679199,0.05535988137125969,0.7328726053237915
0.055839478969573975,0.7286798357963562,0.05508331209421158,0.731370210647583
0.05528911575675011,0.7351416349411011,0.054157234728336334,0.743088960647583
0.054660432040691376,0.7377714514732361,0.053575314581394196,0.7445913553237915
0.05399065092206001,0.7410023212432861,0.05323458090424538,0.746995210647583
0.053499311208724976,0.744308352470398,0.052856191992759705,0.7442908883094788
0.053010836243629456,0.7461867928504944,0.052469875663518906,0.74609375
0.05271175503730774,0.7467879056930542,0.0519917756319046,0.7472956776618958
0.05232048034667969,0.7482154965400696,0.05171933025121689,0.749098539352417
0.05203017219901085,0.7498685121536255,0.05156238377094269,0.7527043223381042
0.051723890006542206,0.7507701516151428,0.05097152292728424,0.7563101053237915
0.05149228870868683,0.7526485919952393,0.05071324482560158,0.7566105723381042
0.05118565261363983,0.7546021342277527,0.05054173246026039,0.7578125
0.05104968324303627,0.7546021342277527,0.050896331667900085,0.7542067170143127
0.05076193809509277,0.7558043599128723,0.05024218186736107,0.7563101053237915
0.0505625419318676,0.7555789351463318,0.04993130639195442,0.7611178159713745
0.050403445959091187,0.7585092782974243,0.05008769780397415,0.7593148946762085
0.05016402527689934,0.7583590149879456,0.04987495392560959,0.7593148946762085
0.05005698278546333,0.7573071122169495,0.049763038754463196,0.7593148946762085
0.04982880875468254,0.7614396214485168,0.049400050193071365,0.7653245329856873
0.04971080273389816,0.7627169489860535,0.0491521991789341,0.7659254670143127
0.049604397267103195,0.7637688517570496,0.049233678728342056,0.7650240659713745
0.04948089271783829,0.7615898847579956,0.049173612147569656,0.7638221383094788
0.04926854744553566,0.7645953893661499,0.048853836953639984,0.7689303159713745
0.04917922988533974,0.7648208141326904,0.04934517294168472,0.7611178159713745
0.04905465990304947,0.7669997811317444,0.04864155873656273,0.7713341116905212
0.0489107221364975,0.7680516839027405,0.04902635142207146,0.7659254670143127
0.048760246485471725,0.7665489315986633,0.04888037592172623,0.770432710647583
0.04869050905108452,0.7694792747497559,0.048187535256147385,0.7734375
0.04847210273146629,0.7705312371253967,0.048980798572301865,0.7650240659713745
0.048486415296792984,0.7698549628257751,0.048434432595968246,0.7719351053237915
0.048291563987731934,0.7718836665153503,0.04814093932509422,0.770432710647583
0.04819661006331444,0.7713577151298523,0.048379477113485336,0.7701321840286255
0.04811692237854004,0.7729356288909912,0.048841673880815506,0.7653245329856873
0.04801381006836891,0.7724096179008484,0.04785117879509926,0.7731370329856873
0.04790981486439705,0.7739875316619873,0.04784915968775749,0.772536039352417
0.0478099063038826,0.7724847793579102,0.047931525856256485,0.7728365659713745
0.0476716123521328,0.7765421867370605,0.04751763492822647,0.774338960647583
0.04760626703500748,0.775715708732605,0.047421276569366455,0.7740384340286255
0.04748588055372238,0.7739123702049255,0.04720594733953476,0.7785456776618958
0.04733821377158165,0.7767676115036011,0.047090694308280945,0.7788461446762085
0.047233205288648605,0.7776692509651184,0.047418978065252304,0.7791466116905212
0.04720572382211685,0.7783454656600952,0.04697944223880768,0.7818509340286255
0.047112081199884415,0.7792471051216125,0.046724557876586914,0.7806490659713745
0.04694855958223343,0.7791720032691956,0.046673551201820374,0.7809495329856873
0.046816322952508926,0.7822526097297668,0.046995315700769424,0.7776442170143127
0.046707239001989365,0.7812758088111877,0.04649148881435394,0.7818509340286255
0.04668942093849182,0.7805244326591492,0.04655807837843895,0.780348539352417
0.046533022075891495,0.7818769216537476,0.046557340770959854,0.7818509340286255
0.04648203402757645,0.7829288244247437,0.046206001192331314,0.7827523946762085
0.04642729461193085,0.7842061519622803,0.04610925912857056,0.7863581776618958
0.04628758877515793,0.7831542491912842,0.04614134505391121,0.786057710647583
0.04611187428236008,0.7851829528808594,0.0462837889790535,0.78125
0.04602852463722229,0.7862348556518555,0.04601876065135002,0.7809495329856873
0.045941028743982315,0.7854083776473999,0.045642953366041183,0.788161039352417
