0,1,2,3,accuracy,macro avg,weighted avg
1.0,1.0,0.9090909090909091,1.0,0.975,0.9772727272727273,0.9772727272727273
1.0,1.0,1.0,0.9,0.975,0.975,0.975
1.0,1.0,0.9523809523809523,0.9473684210526316,0.975,0.9749373433583961,0.974937343358396
10.0,10.0,10.0,10.0,0.975,40.0,40.0
