0,1,2,3,accuracy,macro avg,weighted avg
0.9,0.9,0.9090909090909091,1.0,0.925,0.9272727272727272,0.9272727272727274
0.9,0.9,1.0,0.9,0.925,0.9249999999999999,0.925
0.9,0.9,0.9523809523809523,0.9473684210526316,0.925,0.9249373433583961,0.9249373433583961
10.0,10.0,10.0,10.0,0.925,40.0,40.0
